VIN	V(vin)	V(vout_inv_10_10)	V(vout_inv_15_05)	V(vout_inv_20_10)
1.127000000000000e+00	1.127000e+00	4.764708e+00	4.999981e+00	4.900275e+00
1.128000000000000e+00	1.128000e+00	4.763921e+00	4.999980e+00	4.899948e+00
1.129000000000000e+00	1.129000e+00	4.763134e+00	4.999980e+00	4.899620e+00
1.130000000000000e+00	1.130000e+00	4.762346e+00	4.999979e+00	4.899292e+00
1.131000000000000e+00	1.131000e+00	4.761557e+00	4.999979e+00	4.898964e+00
1.132000000000000e+00	1.132000e+00	4.760768e+00	4.999979e+00	4.898636e+00
1.133000000000000e+00	1.133000e+00	4.759978e+00	4.999978e+00	4.898308e+00
1.134000000000000e+00	1.134000e+00	4.759188e+00	4.999978e+00	4.897979e+00
1.135000000000000e+00	1.135000e+00	4.758397e+00	4.999977e+00	4.897650e+00
1.136000000000000e+00	1.136000e+00	4.757605e+00	4.999977e+00	4.897321e+00
1.137000000000000e+00	1.137000e+00	4.756813e+00	4.999976e+00	4.896992e+00
1.138000000000000e+00	1.138000e+00	4.756020e+00	4.999975e+00	4.896662e+00
1.139000000000000e+00	1.139000e+00	4.755226e+00	4.999975e+00	4.896333e+00
1.140000000000000e+00	1.140000e+00	4.754432e+00	4.999974e+00	4.896003e+00
1.141000000000000e+00	1.141000e+00	4.753637e+00	4.999973e+00	4.895673e+00
1.142000000000000e+00	1.142000e+00	4.752841e+00	4.999973e+00	4.895342e+00
1.143000000000000e+00	1.143000e+00	4.752046e+00	4.999972e+00	4.895012e+00
1.144000000000000e+00	1.144000e+00	4.751249e+00	4.999971e+00	4.894681e+00
1.145000000000000e+00	1.145000e+00	4.750451e+00	4.999971e+00	4.894350e+00
1.146000000000000e+00	1.146000e+00	4.749653e+00	4.999970e+00	4.894019e+00
1.147000000000000e+00	1.147000e+00	4.748854e+00	4.999969e+00	4.893688e+00
1.148000000000000e+00	1.148000e+00	4.748055e+00	4.999969e+00	4.893356e+00
1.149000000000000e+00	1.149000e+00	4.747255e+00	4.999968e+00	4.893024e+00
1.150000000000000e+00	1.150000e+00	4.746454e+00	4.999967e+00	4.892693e+00
1.151000000000000e+00	1.151000e+00	4.745653e+00	4.999966e+00	4.892360e+00
1.152000000000000e+00	1.152000e+00	4.744851e+00	4.999966e+00	4.892028e+00
1.153000000000000e+00	1.153000e+00	4.744048e+00	4.999965e+00	4.891695e+00
1.154000000000000e+00	1.154000e+00	4.743245e+00	4.999964e+00	4.891362e+00
1.155000000000000e+00	1.155000e+00	4.742440e+00	4.999963e+00	4.891029e+00
1.156000000000000e+00	1.156000e+00	4.741636e+00	4.999962e+00	4.890696e+00
1.157000000000000e+00	1.157000e+00	4.740830e+00	4.999961e+00	4.890363e+00
1.158000000000000e+00	1.158000e+00	4.740024e+00	4.999960e+00	4.890029e+00
1.159000000000000e+00	1.159000e+00	4.739217e+00	4.999959e+00	4.889695e+00
1.160000000000000e+00	1.160000e+00	4.738410e+00	4.999958e+00	4.889361e+00
1.161000000000000e+00	1.161000e+00	4.737602e+00	4.999957e+00	4.889027e+00
1.162000000000000e+00	1.162000e+00	4.736793e+00	4.999956e+00	4.888692e+00
1.163000000000000e+00	1.163000e+00	4.735984e+00	4.999955e+00	4.888357e+00
1.164000000000000e+00	1.164000e+00	4.735174e+00	4.999954e+00	4.888022e+00
1.165000000000000e+00	1.165000e+00	4.734363e+00	4.999953e+00	4.887687e+00
1.166000000000000e+00	1.166000e+00	4.733551e+00	4.999952e+00	4.887352e+00
1.167000000000000e+00	1.167000e+00	4.732739e+00	4.999950e+00	4.887016e+00
1.168000000000000e+00	1.168000e+00	4.731926e+00	4.999949e+00	4.886680e+00
1.169000000000000e+00	1.169000e+00	4.731112e+00	4.999948e+00	4.886344e+00
1.170000000000000e+00	1.170000e+00	4.730298e+00	4.999947e+00	4.886008e+00
1.171000000000000e+00	1.171000e+00	4.729483e+00	4.999946e+00	4.885671e+00
1.172000000000000e+00	1.172000e+00	4.728668e+00	4.999944e+00	4.885334e+00
1.173000000000000e+00	1.173000e+00	4.727851e+00	4.999943e+00	4.884998e+00
1.174000000000000e+00	1.174000e+00	4.727034e+00	4.999942e+00	4.884660e+00
1.175000000000000e+00	1.175000e+00	4.726216e+00	4.999940e+00	4.884323e+00
1.176000000000000e+00	1.176000e+00	4.725398e+00	4.999939e+00	4.883986e+00
1.177000000000000e+00	1.177000e+00	4.724579e+00	4.999938e+00	4.883647e+00
1.178000000000000e+00	1.178000e+00	4.723759e+00	4.999936e+00	4.883309e+00
1.179000000000000e+00	1.179000e+00	4.722938e+00	4.999935e+00	4.882971e+00
1.180000000000000e+00	1.180000e+00	4.722117e+00	4.999933e+00	4.882633e+00
1.181000000000000e+00	1.181000e+00	4.721295e+00	4.999931e+00	4.882294e+00
1.182000000000000e+00	1.182000e+00	4.720472e+00	4.999930e+00	4.881955e+00
1.183000000000000e+00	1.183000e+00	4.719649e+00	4.999928e+00	4.881616e+00
1.184000000000000e+00	1.184000e+00	4.718824e+00	4.999926e+00	4.881277e+00
1.185000000000000e+00	1.185000e+00	4.718000e+00	4.999925e+00	4.880937e+00
1.186000000000000e+00	1.186000e+00	4.717174e+00	4.999923e+00	4.880597e+00
1.187000000000000e+00	1.187000e+00	4.716348e+00	4.999921e+00	4.880257e+00
1.188000000000000e+00	1.188000e+00	4.715521e+00	4.999919e+00	4.879917e+00
1.189000000000000e+00	1.189000e+00	4.714693e+00	4.999917e+00	4.879576e+00
1.190000000000000e+00	1.190000e+00	4.713864e+00	4.999915e+00	4.879236e+00
1.191000000000000e+00	1.191000e+00	4.713035e+00	4.999913e+00	4.878895e+00
1.192000000000000e+00	1.192000e+00	4.712205e+00	4.999911e+00	4.878553e+00
1.193000000000000e+00	1.193000e+00	4.711375e+00	4.999909e+00	4.878212e+00
1.194000000000000e+00	1.194000e+00	4.710543e+00	4.999907e+00	4.877871e+00
1.195000000000000e+00	1.195000e+00	4.709711e+00	4.999905e+00	4.877529e+00
1.196000000000000e+00	1.196000e+00	4.708879e+00	4.999902e+00	4.877186e+00
1.197000000000000e+00	1.197000e+00	4.708045e+00	4.999900e+00	4.876844e+00
1.198000000000000e+00	1.198000e+00	4.707211e+00	4.999898e+00	4.876502e+00
1.199000000000000e+00	1.199000e+00	4.706375e+00	4.999895e+00	4.876159e+00
1.200000000000000e+00	1.200000e+00	4.705539e+00	4.999893e+00	4.875816e+00
1.201000000000000e+00	1.201000e+00	4.704703e+00	4.999890e+00	4.875473e+00
1.202000000000000e+00	1.202000e+00	4.703866e+00	4.999888e+00	4.875129e+00
1.203000000000000e+00	1.203000e+00	4.703027e+00	4.999885e+00	4.874785e+00
1.204000000000000e+00	1.204000e+00	4.702188e+00	4.999882e+00	4.874442e+00
1.205000000000000e+00	1.205000e+00	4.701349e+00	4.999880e+00	4.874097e+00
1.206000000000000e+00	1.206000e+00	4.700509e+00	4.999877e+00	4.873753e+00
1.207000000000000e+00	1.207000e+00	4.699667e+00	4.999874e+00	4.873408e+00
1.208000000000000e+00	1.208000e+00	4.698826e+00	4.999871e+00	4.873064e+00
1.209000000000000e+00	1.209000e+00	4.697983e+00	4.999868e+00	4.872718e+00
1.210000000000000e+00	1.210000e+00	4.697140e+00	4.999865e+00	4.872373e+00
1.211000000000000e+00	1.211000e+00	4.696296e+00	4.999862e+00	4.872027e+00
1.212000000000000e+00	1.212000e+00	4.695451e+00	4.999858e+00	4.871682e+00
1.213000000000000e+00	1.213000e+00	4.694605e+00	4.999855e+00	4.871336e+00
1.214000000000000e+00	1.214000e+00	4.693759e+00	4.999852e+00	4.870990e+00
1.215000000000000e+00	1.215000e+00	4.692912e+00	4.999848e+00	4.870643e+00
1.216000000000000e+00	1.216000e+00	4.692064e+00	4.999845e+00	4.870296e+00
1.217000000000000e+00	1.217000e+00	4.691215e+00	4.999841e+00	4.869949e+00
1.218000000000000e+00	1.218000e+00	4.690366e+00	4.999837e+00	4.869602e+00
1.219000000000000e+00	1.219000e+00	4.689515e+00	4.999834e+00	4.869255e+00
1.220000000000000e+00	1.220000e+00	4.688664e+00	4.999830e+00	4.868907e+00
1.221000000000000e+00	1.221000e+00	4.687812e+00	4.999825e+00	4.868559e+00
1.222000000000000e+00	1.222000e+00	4.686960e+00	4.999822e+00	4.868211e+00
1.223000000000000e+00	1.223000e+00	4.686107e+00	4.999817e+00	4.867863e+00
1.224000000000000e+00	1.224000e+00	4.685253e+00	4.999813e+00	4.867515e+00
1.225000000000000e+00	1.225000e+00	4.684398e+00	4.999809e+00	4.867166e+00
1.226000000000000e+00	1.226000e+00	4.683542e+00	4.999804e+00	4.866817e+00
1.227000000000000e+00	1.227000e+00	4.682685e+00	4.999800e+00	4.866467e+00
1.228000000000000e+00	1.228000e+00	4.681828e+00	4.999795e+00	4.866118e+00
1.229000000000000e+00	1.229000e+00	4.680970e+00	4.999790e+00	4.865768e+00
1.230000000000000e+00	1.230000e+00	4.680111e+00	4.999785e+00	4.865418e+00
1.231000000000000e+00	1.231000e+00	4.679252e+00	4.999780e+00	4.865068e+00
1.232000000000000e+00	1.232000e+00	4.678391e+00	4.999775e+00	4.864717e+00
1.233000000000000e+00	1.233000e+00	4.677530e+00	4.999770e+00	4.864367e+00
1.234000000000000e+00	1.234000e+00	4.676668e+00	4.999765e+00	4.864016e+00
1.235000000000000e+00	1.235000e+00	4.675805e+00	4.999759e+00	4.863665e+00
1.236000000000000e+00	1.236000e+00	4.674941e+00	4.999753e+00	4.863313e+00
1.237000000000000e+00	1.237000e+00	4.674077e+00	4.999748e+00	4.862961e+00
1.238000000000000e+00	1.238000e+00	4.673212e+00	4.999742e+00	4.862609e+00
1.239000000000000e+00	1.239000e+00	4.672346e+00	4.999736e+00	4.862257e+00
1.240000000000000e+00	1.240000e+00	4.671479e+00	4.999730e+00	4.861905e+00
1.241000000000000e+00	1.241000e+00	4.670611e+00	4.999724e+00	4.861552e+00
1.242000000000000e+00	1.242000e+00	4.669743e+00	4.999717e+00	4.861199e+00
1.243000000000000e+00	1.243000e+00	4.668873e+00	4.999711e+00	4.860847e+00
1.244000000000000e+00	1.244000e+00	4.668003e+00	4.999704e+00	4.860493e+00
1.245000000000000e+00	1.245000e+00	4.667132e+00	4.999697e+00	4.860139e+00
1.246000000000000e+00	1.246000e+00	4.666260e+00	4.999691e+00	4.859786e+00
1.247000000000000e+00	1.247000e+00	4.665388e+00	4.999683e+00	4.859432e+00
1.248000000000000e+00	1.248000e+00	4.664515e+00	4.999676e+00	4.859077e+00
1.249000000000000e+00	1.249000e+00	4.663640e+00	4.999669e+00	4.858723e+00
1.250000000000000e+00	1.250000e+00	4.662765e+00	4.999661e+00	4.858368e+00
1.251000000000000e+00	1.251000e+00	4.661890e+00	4.999653e+00	4.858013e+00
1.252000000000000e+00	1.252000e+00	4.661013e+00	4.999645e+00	4.857658e+00
1.253000000000000e+00	1.253000e+00	4.660135e+00	4.999637e+00	4.857302e+00
1.254000000000000e+00	1.254000e+00	4.659257e+00	4.999629e+00	4.856946e+00
1.255000000000000e+00	1.255000e+00	4.658378e+00	4.999620e+00	4.856591e+00
1.256000000000000e+00	1.256000e+00	4.657498e+00	4.999611e+00	4.856234e+00
1.257000000000000e+00	1.257000e+00	4.656617e+00	4.999602e+00	4.855878e+00
1.258000000000000e+00	1.258000e+00	4.655735e+00	4.999593e+00	4.855521e+00
1.259000000000000e+00	1.259000e+00	4.654853e+00	4.999584e+00	4.855164e+00
1.260000000000000e+00	1.260000e+00	4.653969e+00	4.999575e+00	4.854807e+00
1.261000000000000e+00	1.261000e+00	4.653085e+00	4.999565e+00	4.854449e+00
1.262000000000000e+00	1.262000e+00	4.652200e+00	4.999555e+00	4.854092e+00
1.263000000000000e+00	1.263000e+00	4.651314e+00	4.999545e+00	4.853734e+00
1.264000000000000e+00	1.264000e+00	4.650427e+00	4.999534e+00	4.853375e+00
1.265000000000000e+00	1.265000e+00	4.649540e+00	4.999524e+00	4.853017e+00
1.266000000000000e+00	1.266000e+00	4.648652e+00	4.999513e+00	4.852659e+00
1.267000000000000e+00	1.267000e+00	4.647762e+00	4.999502e+00	4.852300e+00
1.268000000000000e+00	1.268000e+00	4.646872e+00	4.999491e+00	4.851941e+00
1.269000000000000e+00	1.269000e+00	4.645981e+00	4.999479e+00	4.851581e+00
1.270000000000000e+00	1.270000e+00	4.645089e+00	4.999467e+00	4.851222e+00
1.271000000000000e+00	1.271000e+00	4.644197e+00	4.999455e+00	4.850862e+00
1.272000000000000e+00	1.272000e+00	4.643303e+00	4.999443e+00	4.850502e+00
1.273000000000000e+00	1.273000e+00	4.642408e+00	4.999430e+00	4.850141e+00
1.274000000000000e+00	1.274000e+00	4.641513e+00	4.999418e+00	4.849780e+00
1.275000000000000e+00	1.275000e+00	4.640617e+00	4.999404e+00	4.849420e+00
1.276000000000000e+00	1.276000e+00	4.639720e+00	4.999391e+00	4.849058e+00
1.277000000000000e+00	1.277000e+00	4.638822e+00	4.999377e+00	4.848697e+00
1.278000000000000e+00	1.278000e+00	4.637923e+00	4.999363e+00	4.848335e+00
1.279000000000000e+00	1.279000e+00	4.637024e+00	4.999349e+00	4.847973e+00
1.280000000000000e+00	1.280000e+00	4.636123e+00	4.999335e+00	4.847611e+00
1.281000000000000e+00	1.281000e+00	4.635222e+00	4.999320e+00	4.847249e+00
1.282000000000000e+00	1.282000e+00	4.634320e+00	4.999305e+00	4.846886e+00
1.283000000000000e+00	1.283000e+00	4.633417e+00	4.999290e+00	4.846523e+00
1.284000000000000e+00	1.284000e+00	4.632513e+00	4.999274e+00	4.846160e+00
1.285000000000000e+00	1.285000e+00	4.631608e+00	4.999258e+00	4.845797e+00
1.286000000000000e+00	1.286000e+00	4.630702e+00	4.999241e+00	4.845433e+00
1.287000000000000e+00	1.287000e+00	4.629795e+00	4.999225e+00	4.845069e+00
1.288000000000000e+00	1.288000e+00	4.628888e+00	4.999207e+00	4.844705e+00
1.289000000000000e+00	1.289000e+00	4.627979e+00	4.999190e+00	4.844341e+00
1.290000000000000e+00	1.290000e+00	4.627070e+00	4.999172e+00	4.843976e+00
1.291000000000000e+00	1.291000e+00	4.626160e+00	4.999154e+00	4.843611e+00
1.292000000000000e+00	1.292000e+00	4.625248e+00	4.999135e+00	4.843246e+00
1.293000000000000e+00	1.293000e+00	4.624336e+00	4.999117e+00	4.842881e+00
1.294000000000000e+00	1.294000e+00	4.623424e+00	4.999097e+00	4.842515e+00
1.295000000000000e+00	1.295000e+00	4.622509e+00	4.999078e+00	4.842149e+00
1.296000000000000e+00	1.296000e+00	4.621595e+00	4.999058e+00	4.841783e+00
1.297000000000000e+00	1.297000e+00	4.620679e+00	4.999037e+00	4.841417e+00
1.298000000000000e+00	1.298000e+00	4.619763e+00	4.999017e+00	4.841050e+00
1.299000000000000e+00	1.299000e+00	4.618845e+00	4.998995e+00	4.840683e+00
1.300000000000000e+00	1.300000e+00	4.617927e+00	4.998974e+00	4.840316e+00
1.301000000000000e+00	1.301000e+00	4.617008e+00	4.998952e+00	4.839949e+00
1.302000000000000e+00	1.302000e+00	4.616087e+00	4.998930e+00	4.839581e+00
1.303000000000000e+00	1.303000e+00	4.615167e+00	4.998907e+00	4.839213e+00
1.304000000000000e+00	1.304000e+00	4.614244e+00	4.998883e+00	4.838845e+00
1.305000000000000e+00	1.305000e+00	4.613322e+00	4.998859e+00	4.838477e+00
1.306000000000000e+00	1.306000e+00	4.612398e+00	4.998835e+00	4.838108e+00
1.307000000000000e+00	1.307000e+00	4.611473e+00	4.998811e+00	4.837739e+00
1.308000000000000e+00	1.308000e+00	4.610548e+00	4.998785e+00	4.837370e+00
1.309000000000000e+00	1.309000e+00	4.609621e+00	4.998760e+00	4.837001e+00
1.310000000000000e+00	1.310000e+00	4.608693e+00	4.998734e+00	4.836631e+00
1.311000000000000e+00	1.311000e+00	4.607765e+00	4.998707e+00	4.836261e+00
1.312000000000000e+00	1.312000e+00	4.606835e+00	4.998681e+00	4.835891e+00
1.313000000000000e+00	1.313000e+00	4.605905e+00	4.998653e+00	4.835521e+00
1.314000000000000e+00	1.314000e+00	4.604974e+00	4.998625e+00	4.835150e+00
1.315000000000000e+00	1.315000e+00	4.604042e+00	4.998597e+00	4.834779e+00
1.316000000000000e+00	1.316000e+00	4.603108e+00	4.998568e+00	4.834408e+00
1.317000000000000e+00	1.317000e+00	4.602174e+00	4.998538e+00	4.834036e+00
1.318000000000000e+00	1.318000e+00	4.601240e+00	4.998508e+00	4.833665e+00
1.319000000000000e+00	1.319000e+00	4.600304e+00	4.998477e+00	4.833293e+00
1.320000000000000e+00	1.320000e+00	4.599367e+00	4.998446e+00	4.832921e+00
1.321000000000000e+00	1.321000e+00	4.598429e+00	4.998415e+00	4.832548e+00
1.322000000000000e+00	1.322000e+00	4.597490e+00	4.998383e+00	4.832175e+00
1.323000000000000e+00	1.323000e+00	4.596550e+00	4.998350e+00	4.831802e+00
1.324000000000000e+00	1.324000e+00	4.595610e+00	4.998317e+00	4.831429e+00
1.325000000000000e+00	1.325000e+00	4.594668e+00	4.998283e+00	4.831056e+00
1.326000000000000e+00	1.326000e+00	4.593725e+00	4.998249e+00	4.830682e+00
1.327000000000000e+00	1.327000e+00	4.592782e+00	4.998214e+00	4.830308e+00
1.328000000000000e+00	1.328000e+00	4.591837e+00	4.998178e+00	4.829934e+00
1.329000000000000e+00	1.329000e+00	4.590892e+00	4.998142e+00	4.829559e+00
1.330000000000000e+00	1.330000e+00	4.589945e+00	4.998106e+00	4.829185e+00
1.331000000000000e+00	1.331000e+00	4.588998e+00	4.998068e+00	4.828809e+00
1.332000000000000e+00	1.332000e+00	4.588049e+00	4.998031e+00	4.828434e+00
1.333000000000000e+00	1.333000e+00	4.587100e+00	4.997992e+00	4.828059e+00
1.334000000000000e+00	1.334000e+00	4.586150e+00	4.997953e+00	4.827683e+00
1.335000000000000e+00	1.335000e+00	4.585198e+00	4.997913e+00	4.827307e+00
1.336000000000000e+00	1.336000e+00	4.584246e+00	4.997873e+00	4.826931e+00
1.337000000000000e+00	1.337000e+00	4.583293e+00	4.997832e+00	4.826554e+00
1.338000000000000e+00	1.338000e+00	4.582339e+00	4.997790e+00	4.826177e+00
1.339000000000000e+00	1.339000e+00	4.581384e+00	4.997748e+00	4.825800e+00
1.340000000000000e+00	1.340000e+00	4.580428e+00	4.997705e+00	4.825422e+00
1.341000000000000e+00	1.341000e+00	4.579470e+00	4.997662e+00	4.825045e+00
1.342000000000000e+00	1.342000e+00	4.578512e+00	4.997618e+00	4.824667e+00
1.343000000000000e+00	1.343000e+00	4.577553e+00	4.997573e+00	4.824289e+00
1.344000000000000e+00	1.344000e+00	4.576593e+00	4.997528e+00	4.823911e+00
1.345000000000000e+00	1.345000e+00	4.575632e+00	4.997481e+00	4.823532e+00
1.346000000000000e+00	1.346000e+00	4.574669e+00	4.997435e+00	4.823153e+00
1.347000000000000e+00	1.347000e+00	4.573707e+00	4.997387e+00	4.822774e+00
1.348000000000000e+00	1.348000e+00	4.572742e+00	4.997339e+00	4.822394e+00
1.349000000000000e+00	1.349000e+00	4.571777e+00	4.997290e+00	4.822015e+00
1.350000000000000e+00	1.350000e+00	4.570811e+00	4.997241e+00	4.821635e+00
1.351000000000000e+00	1.351000e+00	4.569844e+00	4.997190e+00	4.821254e+00
1.352000000000000e+00	1.352000e+00	4.568876e+00	4.997140e+00	4.820874e+00
1.353000000000000e+00	1.353000e+00	4.567906e+00	4.997088e+00	4.820493e+00
1.354000000000000e+00	1.354000e+00	4.566936e+00	4.997036e+00	4.820112e+00
1.355000000000000e+00	1.355000e+00	4.565965e+00	4.996983e+00	4.819731e+00
1.356000000000000e+00	1.356000e+00	4.564993e+00	4.996929e+00	4.819349e+00
1.357000000000000e+00	1.357000e+00	4.564020e+00	4.996875e+00	4.818968e+00
1.358000000000000e+00	1.358000e+00	4.563046e+00	4.996820e+00	4.818585e+00
1.359000000000000e+00	1.359000e+00	4.562070e+00	4.996764e+00	4.818203e+00
1.360000000000000e+00	1.360000e+00	4.561094e+00	4.996708e+00	4.817821e+00
1.361000000000000e+00	1.361000e+00	4.560117e+00	4.996651e+00	4.817438e+00
1.362000000000000e+00	1.362000e+00	4.559138e+00	4.996593e+00	4.817055e+00
1.363000000000000e+00	1.363000e+00	4.558159e+00	4.996534e+00	4.816671e+00
1.364000000000000e+00	1.364000e+00	4.557178e+00	4.996475e+00	4.816288e+00
1.365000000000000e+00	1.365000e+00	4.556197e+00	4.996414e+00	4.815904e+00
1.366000000000000e+00	1.366000e+00	4.555215e+00	4.996354e+00	4.815520e+00
1.367000000000000e+00	1.367000e+00	4.554231e+00	4.996292e+00	4.815135e+00
1.368000000000000e+00	1.368000e+00	4.553246e+00	4.996230e+00	4.814751e+00
1.369000000000000e+00	1.369000e+00	4.552261e+00	4.996167e+00	4.814365e+00
1.370000000000000e+00	1.370000e+00	4.551274e+00	4.996103e+00	4.813981e+00
1.371000000000000e+00	1.371000e+00	4.550287e+00	4.996038e+00	4.813595e+00
1.372000000000000e+00	1.372000e+00	4.549298e+00	4.995973e+00	4.813209e+00
1.373000000000000e+00	1.373000e+00	4.548308e+00	4.995907e+00	4.812823e+00
1.374000000000000e+00	1.374000e+00	4.547318e+00	4.995841e+00	4.812437e+00
1.375000000000000e+00	1.375000e+00	4.546325e+00	4.995773e+00	4.812050e+00
1.376000000000000e+00	1.376000e+00	4.545332e+00	4.995705e+00	4.811664e+00
1.377000000000000e+00	1.377000e+00	4.544338e+00	4.995636e+00	4.811276e+00
1.378000000000000e+00	1.378000e+00	4.543343e+00	4.995566e+00	4.810889e+00
1.379000000000000e+00	1.379000e+00	4.542347e+00	4.995496e+00	4.810502e+00
1.380000000000000e+00	1.380000e+00	4.541350e+00	4.995425e+00	4.810113e+00
1.381000000000000e+00	1.381000e+00	4.540351e+00	4.995353e+00	4.809725e+00
1.382000000000000e+00	1.382000e+00	4.539352e+00	4.995280e+00	4.809337e+00
1.383000000000000e+00	1.383000e+00	4.538352e+00	4.995207e+00	4.808949e+00
1.384000000000000e+00	1.384000e+00	4.537350e+00	4.995132e+00	4.808559e+00
1.385000000000000e+00	1.385000e+00	4.536347e+00	4.995058e+00	4.808170e+00
1.386000000000000e+00	1.386000e+00	4.535344e+00	4.994982e+00	4.807781e+00
1.387000000000000e+00	1.387000e+00	4.534339e+00	4.994905e+00	4.807391e+00
1.388000000000000e+00	1.388000e+00	4.533333e+00	4.994829e+00	4.807001e+00
1.389000000000000e+00	1.389000e+00	4.532326e+00	4.994750e+00	4.806611e+00
1.390000000000000e+00	1.390000e+00	4.531318e+00	4.994672e+00	4.806220e+00
1.391000000000000e+00	1.391000e+00	4.530309e+00	4.994593e+00	4.805829e+00
1.392000000000000e+00	1.392000e+00	4.529299e+00	4.994513e+00	4.805438e+00
1.393000000000000e+00	1.393000e+00	4.528287e+00	4.994432e+00	4.805047e+00
1.394000000000000e+00	1.394000e+00	4.527275e+00	4.994350e+00	4.804655e+00
1.395000000000000e+00	1.395000e+00	4.526262e+00	4.994268e+00	4.804263e+00
1.396000000000000e+00	1.396000e+00	4.525247e+00	4.994185e+00	4.803871e+00
1.397000000000000e+00	1.397000e+00	4.524231e+00	4.994102e+00	4.803479e+00
1.398000000000000e+00	1.398000e+00	4.523214e+00	4.994017e+00	4.803086e+00
1.399000000000000e+00	1.399000e+00	4.522196e+00	4.993932e+00	4.802693e+00
1.400000000000000e+00	1.400000e+00	4.521177e+00	4.993846e+00	4.802299e+00
1.401000000000000e+00	1.401000e+00	4.520157e+00	4.993760e+00	4.801906e+00
1.402000000000000e+00	1.402000e+00	4.519135e+00	4.993672e+00	4.801512e+00
1.403000000000000e+00	1.403000e+00	4.518113e+00	4.993585e+00	4.801118e+00
1.404000000000000e+00	1.404000e+00	4.517089e+00	4.993496e+00	4.800724e+00
1.405000000000000e+00	1.405000e+00	4.516065e+00	4.993406e+00	4.800329e+00
1.406000000000000e+00	1.406000e+00	4.515039e+00	4.993316e+00	4.799934e+00
1.407000000000000e+00	1.407000e+00	4.514012e+00	4.993226e+00	4.799539e+00
1.408000000000000e+00	1.408000e+00	4.512984e+00	4.993134e+00	4.799144e+00
1.409000000000000e+00	1.409000e+00	4.511955e+00	4.993042e+00	4.798748e+00
1.410000000000000e+00	1.410000e+00	4.510924e+00	4.992949e+00	4.798352e+00
1.411000000000000e+00	1.411000e+00	4.509892e+00	4.992856e+00	4.797956e+00
1.412000000000000e+00	1.412000e+00	4.508860e+00	4.992761e+00	4.797559e+00
1.413000000000000e+00	1.413000e+00	4.507826e+00	4.992666e+00	4.797163e+00
1.414000000000000e+00	1.414000e+00	4.506791e+00	4.992571e+00	4.796765e+00
1.415000000000000e+00	1.415000e+00	4.505755e+00	4.992475e+00	4.796368e+00
1.416000000000000e+00	1.416000e+00	4.504718e+00	4.992378e+00	4.795970e+00
1.417000000000000e+00	1.417000e+00	4.503679e+00	4.992280e+00	4.795572e+00
1.418000000000000e+00	1.418000e+00	4.502639e+00	4.992182e+00	4.795174e+00
1.419000000000000e+00	1.419000e+00	4.501599e+00	4.992083e+00	4.794776e+00
1.420000000000000e+00	1.420000e+00	4.500557e+00	4.991983e+00	4.794377e+00
1.421000000000000e+00	1.421000e+00	4.499514e+00	4.991883e+00	4.793978e+00
1.422000000000000e+00	1.422000e+00	4.498469e+00	4.991783e+00	4.793579e+00
1.423000000000000e+00	1.423000e+00	4.497424e+00	4.991681e+00	4.793179e+00
1.424000000000000e+00	1.424000e+00	4.496377e+00	4.991579e+00	4.792779e+00
1.425000000000000e+00	1.425000e+00	4.495329e+00	4.991477e+00	4.792379e+00
1.426000000000000e+00	1.426000e+00	4.494280e+00	4.991373e+00	4.791979e+00
1.427000000000000e+00	1.427000e+00	4.493230e+00	4.991269e+00	4.791578e+00
1.428000000000000e+00	1.428000e+00	4.492178e+00	4.991165e+00	4.791177e+00
1.429000000000000e+00	1.429000e+00	4.491126e+00	4.991059e+00	4.790776e+00
1.430000000000000e+00	1.430000e+00	4.490072e+00	4.990954e+00	4.790375e+00
1.431000000000000e+00	1.431000e+00	4.489017e+00	4.990848e+00	4.789973e+00
1.432000000000000e+00	1.432000e+00	4.487961e+00	4.990740e+00	4.789571e+00
1.433000000000000e+00	1.433000e+00	4.486904e+00	4.990633e+00	4.789168e+00
1.434000000000000e+00	1.434000e+00	4.485845e+00	4.990525e+00	4.788766e+00
1.435000000000000e+00	1.435000e+00	4.484785e+00	4.990416e+00	4.788363e+00
1.436000000000000e+00	1.436000e+00	4.483724e+00	4.990307e+00	4.787960e+00
1.437000000000000e+00	1.437000e+00	4.482662e+00	4.990197e+00	4.787556e+00
1.438000000000000e+00	1.438000e+00	4.481598e+00	4.990087e+00	4.787153e+00
1.439000000000000e+00	1.439000e+00	4.480534e+00	4.989975e+00	4.786748e+00
1.440000000000000e+00	1.440000e+00	4.479467e+00	4.989864e+00	4.786344e+00
1.441000000000000e+00	1.441000e+00	4.478400e+00	4.989752e+00	4.785940e+00
1.442000000000000e+00	1.442000e+00	4.477332e+00	4.989639e+00	4.785535e+00
1.443000000000000e+00	1.443000e+00	4.476263e+00	4.989526e+00	4.785130e+00
1.444000000000000e+00	1.444000e+00	4.475192e+00	4.989413e+00	4.784724e+00
1.445000000000000e+00	1.445000e+00	4.474120e+00	4.989298e+00	4.784318e+00
1.446000000000000e+00	1.446000e+00	4.473046e+00	4.989184e+00	4.783913e+00
1.447000000000000e+00	1.447000e+00	4.471972e+00	4.989069e+00	4.783506e+00
1.448000000000000e+00	1.448000e+00	4.470896e+00	4.988953e+00	4.783100e+00
1.449000000000000e+00	1.449000e+00	4.469819e+00	4.988836e+00	4.782693e+00
1.450000000000000e+00	1.450000e+00	4.468740e+00	4.988720e+00	4.782286e+00
